location,month,pLocalTransmissionAve,pLocalTransmissionMin,pLocalTransmissionMax,localcases
Buenos Aires,6/1/2014 0:00,0.02,0,0.14,0
"Cordoba, AR",6/1/2014 0:00,0.02,0,0.26,0
Tokyo,6/1/2014 0:00,0.02,0,0.13,0
Mikonos,6/1/2014 0:00,0.02,0,0.06,0
Santorini,6/1/2014 0:00,0.02,0,0.05,0
Lourdes,6/1/2014 0:00,0.02,0,0.21,0
Porto Alegre,6/1/2014 0:00,0.02,0,0.27,0
Providence,6/1/2014 0:00,0.02,0,0.17,0
Seattle,6/1/2014 0:00,0.02,0,0.28,0
Lamezia Terme,6/1/2014 0:00,0.02,0,0.06,0
Ottawa,6/1/2014 0:00,0.02,0,0.19,0
Mumbai,7/1/2014 0:00,0.02,0,0.05,0
"Cordoba, AR",7/1/2014 0:00,0.02,0,0.32,0
Buenos Aires,8/1/2014 0:00,0.02,0,0.21,0
Mumbai,8/1/2014 0:00,0.02,0,0.06,0
Monroe,8/1/2014 0:00,0.02,0,0.05,0
Manila,8/1/2014 0:00,0.02,0,0.05,0
Villahermosa,8/1/2014 0:00,0.02,0,0.05,0
Annaba,9/1/2014 0:00,0.02,0,0.07,0
Malaga,9/1/2014 0:00,0.02,0,0.09,0
Bangkok,9/1/2014 0:00,0.02,0,0.04,0
Batna,9/1/2014 0:00,0.02,0,0.05,0
Biskra,9/1/2014 0:00,0.02,0,0.07,0
Akron,9/1/2014 0:00,0.02,0,0.17,0
Clermont-Ferrand,9/1/2014 0:00,0.02,0,0.26,0
Chania,9/1/2014 0:00,0.02,0,0.06,0
Des Moines,9/1/2014 0:00,0.02,0,0.19,0
Grand Rapids,9/1/2014 0:00,0.02,0,0.17,0
Hamburg,9/1/2014 0:00,0.02,0,0.24,0
Santorini,9/1/2014 0:00,0.02,0,0.06,0
Krasnodar,9/1/2014 0:00,0.02,0,0.12,0
Lubbock,9/1/2014 0:00,0.02,0,0.08,0
Odessa,9/1/2014 0:00,0.02,0,0.06,0
Mauritius,9/1/2014 0:00,0.02,0,0.07,0
Monterrey,9/1/2014 0:00,0.02,0,0.16,0
Perpignan,9/1/2014 0:00,0.02,0,0.12,0
Providence,9/1/2014 0:00,0.02,0,0.16,0
Valencia,9/1/2014 0:00,0.02,0,0.18,0
Amsterdam,10/1/2014 0:00,0.02,0,0.2,0
Beirut,10/1/2014 0:00,0.02,0,0.06,0
"Birmingham, US",10/1/2014 0:00,0.02,0,0.17,0
Biarritz,10/1/2014 0:00,0.02,0,0.24,0
Mumbai,10/1/2014 0:00,0.02,0,0.05,0
Belize,10/1/2014 0:00,0.02,0,0.07,0
"Cordoba, AR",10/1/2014 0:00,0.02,0,0.09,0
Heraklion,10/1/2014 0:00,0.02,0,0.08,0
Lyon,10/1/2014 0:00,0.02,0,0.25,0
Madrid,10/1/2014 0:00,0.02,0,0.21,0
Myrtle Beach,10/1/2014 0:00,0.02,0,0.09,0
Setif,10/1/2014 0:00,0.02,0,0.16,0
San Pedro Sula,10/1/2014 0:00,0.02,0,0.1,0
St. Louis,10/1/2014 0:00,0.02,0,0.25,0
Tegucigalpa,10/1/2014 0:00,0.02,0,0.07,0
Brest,11/1/2014 0:00,0.02,0,0.3,0
Charlotte,11/1/2014 0:00,0.02,0,0.06,0
Calvi,11/1/2014 0:00,0.02,0,0.2,0
Istanbul,11/1/2014 0:00,0.02,0,0.24,0
Montpellier,11/1/2014 0:00,0.02,0,0.17,0
Myrtle Beach,11/1/2014 0:00,0.02,0,0.19,0
Palma de Mallorca,11/1/2014 0:00,0.02,0,0.18,0
Raleigh,11/1/2014 0:00,0.02,0,0.19,0
Tunis,11/1/2014 0:00,0.02,0,0.24,0
Phoenix,12/1/2014 0:00,0.02,0,0.13,0
Dallas,12/1/2014 0:00,0.02,0,0.02,0
New York,12/1/2014 0:00,0.02,0,0,0
Goiania,12/1/2014 0:00,0.02,0,0.07,0
London,12/1/2014 0:00,0.02,0,0,0
Lisbon,12/1/2014 0:00,0.02,0,0.17,0
Villahermosa,12/1/2014 0:00,0.02,0,0.09,0
London,1/1/2015 0:00,0.02,0,0,0
Villahermosa,1/1/2015 0:00,0.02,0,0.08,0
Atlanta,2/1/2015 0:00,0.02,0,0.04,0
Phoenix,2/1/2015 0:00,0.02,0,0.26,0
Bangkok,2/1/2015 0:00,0.02,0,0.04,0
Paris,2/1/2015 0:00,0.02,0,0,0
Dallas,2/1/2015 0:00,0.02,0,0.12,0
Villahermosa,2/1/2015 0:00,0.02,0,0.09,0
Bangkok,3/1/2015 0:00,0.02,0,0.05,0
"Charleston, SC, US",3/1/2015 0:00,0.02,0,0.19,0
New York,3/1/2015 0:00,0.02,0,0,0
Monterrey,3/1/2015 0:00,0.02,0,0.25,0
Bangkok,4/1/2015 0:00,0.02,0,0.04,0
Bonaire,4/1/2015 0:00,0.02,0,0.05,0
Rome,4/1/2015 0:00,0.02,0,0.28,0
Madrid,4/1/2015 0:00,0.02,0,0.12,0
Manila,4/1/2015 0:00,0.02,0,0.04,0
Porto Alegre,4/1/2015 0:00,0.02,0,0.16,0
Raleigh,4/1/2015 0:00,0.02,0,0.18,0
San Francisco,4/1/2015 0:00,0.02,0,0.21,0
Barcelona,5/1/2015 0:00,0.02,0,0.27,0
Beirut,5/1/2015 0:00,0.02,0,0.11,0
Manaus,5/1/2015 0:00,0.02,0,0.06,0
Myrtle Beach,5/1/2015 0:00,0.02,0,0.06,0
Raleigh,5/1/2015 0:00,0.02,0,0.11,0
Fort Lauderdale,12/1/2013 0:00,0.03,0,0.12,0
Nassau,1/1/2014 0:00,0.03,0,0.11,0
Cancun,1/1/2014 0:00,0.03,0,0.1,0
Medellin,1/1/2014 0:00,0.03,0,0.11,0
Orlando,1/1/2014 0:00,0.03,0,0.31,0
Managua,1/1/2014 0:00,0.03,0,0.07,0
Porto Alegre,1/1/2014 0:00,0.03,0,0.11,0
Tampa,1/1/2014 0:00,0.03,0,0.24,0
Paris,2/1/2014 0:00,0.03,0,0.01,0
Cuba,2/1/2014 0:00,0.03,0,0.11,0
Medellin,2/1/2014 0:00,0.03,0,0.12,0
Rio de Janeiro,2/1/2014 0:00,0.03,0,0.12,0
Maracaibo,2/1/2014 0:00,0.03,0,0.08,0
"Cordoba, AR",3/1/2014 0:00,0.03,0,0.1,0
Cartagena,3/1/2014 0:00,0.03,0,0.07,0
Dallas,3/1/2014 0:00,0.03,0,0.44,0
Turks & Caicos,3/1/2014 0:00,0.03,0,0.08,0
Guatemala City,3/1/2014 0:00,0.03,0,0.07,0
Marseille,3/1/2014 0:00,0.03,0,0.29,0
Nassau,4/1/2014 0:00,0.03,0,0.08,0
Algiers,4/1/2014 0:00,0.03,0,0.28,0
Bogota,4/1/2014 0:00,0.03,0,0.21,0
"Distrito Federal, BR",4/1/2014 0:00,0.03,0,0.09,0
Charlotte,4/1/2014 0:00,0.03,0,0.33,0
Calvi,4/1/2014 0:00,0.03,0,0.38,0
Medellin,4/1/2014 0:00,0.03,0,0.1,0
Hong Kong,4/1/2014 0:00,0.03,0,0.13,0
Los Angeles,4/1/2014 0:00,0.03,0,0.32,0
Lima,4/1/2014 0:00,0.03,0,0.27,0
Maracaibo,4/1/2014 0:00,0.03,0,0.09,0
Mexico City,4/1/2014 0:00,0.03,0,0.19,0
Managua,4/1/2014 0:00,0.03,0,0.07,0
Toulon,4/1/2014 0:00,0.03,0,0.44,0
Nassau,5/1/2014 0:00,0.03,0,0.08,0
Alicante,5/1/2014 0:00,0.03,0,0.22,0
Boston,5/1/2014 0:00,0.03,0,0.43,0
Clermont-Ferrand,5/1/2014 0:00,0.03,0,0.36,0
Belo Horizonte,5/1/2014 0:00,0.03,0,0.23,0
Catania,5/1/2014 0:00,0.03,0,0.22,0
Cartagena,5/1/2014 0:00,0.03,0,0.07,0
Detroit,5/1/2014 0:00,0.03,0,0.42,0
Figari,5/1/2014 0:00,0.03,0,0.26,0
Guadalajara,5/1/2014 0:00,0.03,0,0.07,0
Indianapolis,5/1/2014 0:00,0.03,0,0.24,0
Monastir,5/1/2014 0:00,0.03,0,0.12,0
Mauritius,5/1/2014 0:00,0.03,0,0.07,0
Monterrey,5/1/2014 0:00,0.03,0,0.09,0
Myrtle Beach,5/1/2014 0:00,0.03,0,0.11,0
Oklahoma City,5/1/2014 0:00,0.03,0,0.12,0
Oran,5/1/2014 0:00,0.03,0,0.2,0
Palma de Mallorca,5/1/2014 0:00,0.03,0,0.22,0
Palermo,5/1/2014 0:00,0.03,0,0.2,0
Pensacola,5/1/2014 0:00,0.03,0,0.1,0
Setif,5/1/2014 0:00,0.03,0,0.15,0
Richmond,5/1/2014 0:00,0.03,0,0.23,0
Santiago,5/1/2014 0:00,0.03,0,0.46,0
Salvador,5/1/2014 0:00,0.03,0,0.1,0
Sharm el-Sheikh,5/1/2014 0:00,0.03,0,0.07,0
Tegucigalpa,5/1/2014 0:00,0.03,0,0.08,0
Montreal,5/1/2014 0:00,0.03,0,0.32,0
Annaba,6/1/2014 0:00,0.03,0,0.15,0
Amsterdam,6/1/2014 0:00,0.03,0,0.32,0
Athens,6/1/2014 0:00,0.03,0,0.07,0
Bilbao,6/1/2014 0:00,0.03,0,0.28,0
Bari,6/1/2014 0:00,0.03,0,0.12,0
Belize,6/1/2014 0:00,0.03,0,0.08,0
Cayman Islands,6/1/2014 0:00,0.03,0,0.08,0
Dubai,6/1/2014 0:00,0.03,0,0.07,0
"Greenville, SC, US",6/1/2014 0:00,0.03,0,0.11,0
Geneva,6/1/2014 0:00,0.03,0,0.29,0
Goiania,6/1/2014 0:00,0.03,0,0.14,0
Hamburg,6/1/2014 0:00,0.03,0,0.31,0
Lisbon,6/1/2014 0:00,0.03,0,0.17,0
Monroe,6/1/2014 0:00,0.03,0,0.07,0
Paphos,6/1/2014 0:00,0.03,0,0.09,0
Quebec City,6/1/2014 0:00,0.03,0,0.39,0
Dubai,7/1/2014 0:00,0.03,0,0.08,0
Porto Alegre,7/1/2014 0:00,0.03,0,0.44,0
Beirut,8/1/2014 0:00,0.03,0,0.08,0
Bodrum,8/1/2014 0:00,0.03,0,0.08,0
Batna,8/1/2014 0:00,0.03,0.01,0.08,0
"Cordoba, AR",8/1/2014 0:00,0.03,0,0.43,0
Fortaleza,8/1/2014 0:00,0.03,0,0.09,0
Porto Alegre,8/1/2014 0:00,0.03,0,0.37,0
Recife,8/1/2014 0:00,0.03,0,0.1,0
Santiago,8/1/2014 0:00,0.03,0,0.63,0
Atlantic City,9/1/2014 0:00,0.03,0,0.16,0
Bari,9/1/2014 0:00,0.03,0,0.11,0
Belize,9/1/2014 0:00,0.03,0,0.08,0
Constantine,9/1/2014 0:00,0.03,0,0.1,0
El Paso,9/1/2014 0:00,0.03,0,0.15,0
"Greenville, SC, US",9/1/2014 0:00,0.03,0,0.13,0
Jackson,9/1/2014 0:00,0.03,0,0.1,0
Lexington,9/1/2014 0:00,0.03,0,0.15,0
Monastir,9/1/2014 0:00,0.03,0,0.09,0
Naples,9/1/2014 0:00,0.03,0,0.1,0
Oran,9/1/2014 0:00,0.03,0,0.12,0
Paphos,9/1/2014 0:00,0.03,0,0.09,0
Porto Alegre,9/1/2014 0:00,0.03,0,0.31,0
Santiago,9/1/2014 0:00,0.03,0,0.43,0
Seattle,9/1/2014 0:00,0.03,0,0.33,0
Syracuse,9/1/2014 0:00,0.03,0,0.26,0
Venice,9/1/2014 0:00,0.03,0,0.35,0
Zakinthos,9/1/2014 0:00,0.03,0,0.08,0
Brest,10/1/2014 0:00,0.03,0,0.35,0
Boston,10/1/2014 0:00,0.03,0,0.23,0
Baltimore,10/1/2014 0:00,0.03,0,0.32,0
Charlotte,10/1/2014 0:00,0.03,0,0.32,0
Hong Kong,10/1/2014 0:00,0.03,0,0.12,0
Lisbon,10/1/2014 0:00,0.03,0,0.15,0
Nantes,10/1/2014 0:00,0.03,0,0.31,0
Oran,10/1/2014 0:00,0.03,0,0.18,0
Toulouse,10/1/2014 0:00,0.03,0,0.31,0
Algiers,11/1/2014 0:00,0.03,0,0.3,0
Washington DC,11/1/2014 0:00,0.03,0,0,0
Goiania,11/1/2014 0:00,0.03,0,0.09,0
Lisbon,11/1/2014 0:00,0.03,0,0.23,0
Nice,11/1/2014 0:00,0.03,0,0.44,0
Toulon,11/1/2014 0:00,0.03,0,0.36,0
Merida,12/1/2014 0:00,0.03,0,0.09,0
New Orleans,12/1/2014 0:00,0.03,0,0.33,0
San Francisco,12/1/2014 0:00,0.03,0,0.18,0
Bangkok,1/1/2015 0:00,0.03,0,0.07,0
Goiania,1/1/2015 0:00,0.03,0,0.1,0
Houston,1/1/2015 0:00,0.03,0,0.23,0
Mauritius,1/1/2015 0:00,0.03,0,0.08,0
Merida,2/1/2015 0:00,0.03,0,0.09,0
Paris,3/1/2015 0:00,0.03,0,0.06,0
"San Antonio, US",3/1/2015 0:00,0.03,0,0.3,0
Paris,4/1/2015 0:00,0.03,0,0.21,0
"Cordoba, AR",4/1/2015 0:00,0.03,0,0.21,0
Washington DC,4/1/2015 0:00,0.03,0,0.19,0
Manaus,4/1/2015 0:00,0.03,0,0.08,0
Charlotte,5/1/2015 0:00,0.03,0,0.21,0
Istanbul,5/1/2015 0:00,0.03,0,0.19,0
Chicago,5/1/2015 0:00,0.03,0,0.37,0
Santiago,5/1/2015 0:00,0.03,0,0.38,0
Mumbai,1/1/2014 0:00,0.04,0,0.1,0
Grenada,1/1/2014 0:00,0.04,0,0.09,0
"San Jose, CR",1/1/2014 0:00,0.04,0,0.12,0
"Valencia, VE",1/1/2014 0:00,0.04,0,0.1,0
Nassau,2/1/2014 0:00,0.04,0,0.16,0
Buenos Aires,2/1/2014 0:00,0.04,0,0.2,0
"Distrito Federal, BR",2/1/2014 0:00,0.04,0,0.12,0
Cayman Islands,2/1/2014 0:00,0.04,0,0.12,0
Manila,2/1/2014 0:00,0.04,0,0.11,0
Porto Alegre,2/1/2014 0:00,0.04,0,0.14,0
Buenos Aires,3/1/2014 0:00,0.04,0,0.25,0
Atlanta,3/1/2014 0:00,0.04,0,0.71,0
Cali,3/1/2014 0:00,0.04,0,0.19,0
Rio de Janeiro,3/1/2014 0:00,0.04,0,0.15,0
San Salvador,3/1/2014 0:00,0.04,0.01,0.1,0
Buenos Aires,4/1/2014 0:00,0.04,0,0.46,0
Ajaccio,4/1/2014 0:00,0.04,0,0.48,0
Bastia,4/1/2014 0:00,0.04,0,0.49,0
Mumbai,4/1/2014 0:00,0.04,0.01,0.08,0
Rio de Janeiro,4/1/2014 0:00,0.04,0,0.2,0
Guatemala City,4/1/2014 0:00,0.04,0,0.1,0
Istanbul,4/1/2014 0:00,0.04,0,0.5,0
Montpellier,4/1/2014 0:00,0.04,0,0.46,0
Nice,4/1/2014 0:00,0.04,0,0.46,0
San Salvador,4/1/2014 0:00,0.04,0,0.08,0
Quito,4/1/2014 0:00,0.04,0,0.19,0
"Valencia, VE",4/1/2014 0:00,0.04,0,0.11,0
Algiers,5/1/2014 0:00,0.04,0,0.31,0
Barranquilla,5/1/2014 0:00,0.04,0,0.09,0
Belem,5/1/2014 0:00,0.04,0,0.1,0
Brest,5/1/2014 0:00,0.04,0,0.47,0
"Birmingham, US",5/1/2014 0:00,0.04,0,0.15,0
Cali,5/1/2014 0:00,0.04,0,0.17,0
Cumana,5/1/2014 0:00,0.04,0,0.09,0
Frankfurt,5/1/2014 0:00,0.04,0,0.55,0
Guayaquil,5/1/2014 0:00,0.04,0,0.23,0
Heraklion,5/1/2014 0:00,0.04,0,0.23,0
London,5/1/2014 0:00,0.04,0,0.39,0
Madrid,5/1/2014 0:00,0.04,0,0.58,0
Memphis,5/1/2014 0:00,0.04,0,0.18,0
Maturin,5/1/2014 0:00,0.04,0,0.09,0
Pau,5/1/2014 0:00,0.04,0,0.52,0
Tunis,5/1/2014 0:00,0.04,0,0.27,0
Anapa,6/1/2014 0:00,0.04,0,0.16,0
Belem,6/1/2014 0:00,0.04,0,0.1,0
Bodrum,6/1/2014 0:00,0.04,0,0.12,0
Biskra,6/1/2014 0:00,0.04,0,0.09,0
Hong Kong,6/1/2014 0:00,0.04,0,0.1,0
Lexington,6/1/2014 0:00,0.04,0,0.17,0
Merida,6/1/2014 0:00,0.04,0,0.08,0
Naples,6/1/2014 0:00,0.04,0,0.16,0
Santiago,6/1/2014 0:00,0.04,0,0.72,0
Strasbourg,6/1/2014 0:00,0.04,0,0.54,0
Syracuse,6/1/2014 0:00,0.04,0,0.27,0
Tel Aviv,6/1/2014 0:00,0.04,0,0.16,0
Santiago,7/1/2014 0:00,0.04,0,0.78,0
Villahermosa,7/1/2014 0:00,0.04,0,0.1,0
Belize,8/1/2014 0:00,0.04,0,0.11,0
Merida,8/1/2014 0:00,0.04,0,0.08,0
Mauritius,8/1/2014 0:00,0.04,0,0.15,0
Buenos Aires,9/1/2014 0:00,0.04,0,0.59,0
Berlin,9/1/2014 0:00,0.04,0,0.45,0
Beirut,9/1/2014 0:00,0.04,0,0.09,0
Catania,9/1/2014 0:00,0.04,0,0.12,0
Denver,9/1/2014 0:00,0.04,0,0.4,0
Moscow,9/1/2014 0:00,0.04,0,0.59,0
Omaha,9/1/2014 0:00,0.04,0,0.29,0
Palermo,9/1/2014 0:00,0.04,0,0.12,0
"Rochester, NY, US",9/1/2014 0:00,0.04,0,0.32,0
Salt Lake City,9/1/2014 0:00,0.04,0,0.33,0
Knoxville,9/1/2014 0:00,0.04,0,0.2,0
Nashville,10/1/2014 0:00,0.04,0,0.33,0
Guayaquil,10/1/2014 0:00,0.04,0,0.25,0
Chicago,10/1/2014 0:00,0.04,0,0.42,0
Mexico City,10/1/2014 0:00,0.04,0,0.44,0
Manila,10/1/2014 0:00,0.04,0.01,0.1,0
Montpellier,10/1/2014 0:00,0.04,0,0.44,0
Philadelphia,10/1/2014 0:00,0.04,0,0.44,0
San Diego,10/1/2014 0:00,0.04,0,0.3,0
Tel Aviv,10/1/2014 0:00,0.04,0,0.13,0
Ajaccio,11/1/2014 0:00,0.04,0,0.44,0
Amsterdam,11/1/2014 0:00,0.04,0,0.47,0
Austin,11/1/2014 0:00,0.04,0,0.39,0
Bastia,11/1/2014 0:00,0.04,0,0.5,0
Bordeaux,11/1/2014 0:00,0.04,0,0.51,0
"Charleston, SC, US",11/1/2014 0:00,0.04,0,0.3,0
Marseille,11/1/2014 0:00,0.04,0,0.57,0
"San Antonio, US",11/1/2014 0:00,0.04,0,0.41,0
Villahermosa,11/1/2014 0:00,0.04,0,0.17,0
Paris,12/1/2014 0:00,0.04,0,0.01,0
Mumbai,2/1/2015 0:00,0.04,0,0.11,0
Austin,3/1/2015 0:00,0.04,0,0.34,0
Bonaire,3/1/2015 0:00,0.04,0,0.11,0
San Francisco,3/1/2015 0:00,0.04,0,0.44,0
Phoenix,4/1/2015 0:00,0.04,0,0.25,0
Hong Kong,4/1/2015 0:00,0.04,0,0.17,0
Montevideo,4/1/2015 0:00,0.04,0,0.34,0
Austin,5/1/2015 0:00,0.04,0,0.1,0
Rome,5/1/2015 0:00,0.04,0,0.32,0
Madrid,5/1/2015 0:00,0.04,0,0.48,0
Aruba,12/1/2013 0:00,0.05,0,0.13,0
Barbados,12/1/2013 0:00,0.05,0,0.13,0
Panama City,12/1/2013 0:00,0.05,0,0.14,0
Cuba,1/1/2014 0:00,0.05,0,0.17,0
Rio de Janeiro,1/1/2014 0:00,0.05,0,0.19,0
Manila,1/1/2014 0:00,0.05,0,0.12,0
Tampa,2/1/2014 0:00,0.05,0,0.35,0
Bangkok,3/1/2014 0:00,0.05,0,0.11,0
Cayman Islands,3/1/2014 0:00,0.05,0,0.14,0
Bordeaux,4/1/2014 0:00,0.05,0,0.59,0
Cancun,4/1/2014 0:00,0.05,0.01,0.11,0
Biarritz,5/1/2014 0:00,0.05,0,0.59,0
Baltimore,5/1/2014 0:00,0.05,0,0.62,0
Moscow,5/1/2014 0:00,0.05,0,0.73,0
Porlamar,5/1/2014 0:00,0.05,0.01,0.11,0
Tulsa,5/1/2014 0:00,0.05,0,0.18,0
Constantine,6/1/2014 0:00,0.05,0,0.22,0
Kiev,6/1/2014 0:00,0.05,0,0.31,0
Valencia,6/1/2014 0:00,0.05,0,0.29,0
Zakinthos,6/1/2014 0:00,0.05,0,0.12,0
Malaga,7/1/2014 0:00,0.05,0,0.12,0
Manila,7/1/2014 0:00,0.05,0.01,0.13,0
Hamburg,8/1/2014 0:00,0.05,0,0.42,0
Mikonos,8/1/2014 0:00,0.05,0.01,0.12,0
Lubbock,8/1/2014 0:00,0.05,0.01,0.11,0
Lourdes,8/1/2014 0:00,0.05,0,0.25,0
Odessa,8/1/2014 0:00,0.05,0.01,0.13,0
Athens,9/1/2014 0:00,0.05,0,0.15,0
Buffalo,9/1/2014 0:00,0.05,0,0.36,0
"Cordoba, AR",9/1/2014 0:00,0.05,0,0.49,0
Goiania,9/1/2014 0:00,0.05,0.01,0.13,0
Huntsville,9/1/2014 0:00,0.05,0,0.18,0
Wichita,9/1/2014 0:00,0.05,0,0.18,0
Milwaukee,9/1/2014 0:00,0.05,0,0.39,0
Tel Aviv,9/1/2014 0:00,0.05,0,0.14,0
Springdale,9/1/2014 0:00,0.05,0,0.16,0
"Charleston, SC, US",10/1/2014 0:00,0.05,0,0.19,0
Djerba,10/1/2014 0:00,0.05,0,0.18,0
Dubai,10/1/2014 0:00,0.05,0.01,0.12,0
Guadalajara,10/1/2014 0:00,0.05,0,0.14,0
Manaus,10/1/2014 0:00,0.05,0,0.13,0
Tunis,10/1/2014 0:00,0.05,0,0.23,0
Rome,11/1/2014 0:00,0.05,0,0.53,0
Hong Kong,11/1/2014 0:00,0.05,0,0.29,0
Saba,11/1/2014 0:00,0.05,0.01,0.13,0
San Diego,11/1/2014 0:00,0.05,0,0.42,0
Dubai,1/1/2015 0:00,0.05,0,0.26,0
Los Angeles,1/1/2015 0:00,0.05,0,0.48,0
Mexico City,1/1/2015 0:00,0.05,0,0.57,0
Manila,1/1/2015 0:00,0.05,0,0.12,0
Manila,2/1/2015 0:00,0.05,0,0.14,0
Atlanta,3/1/2015 0:00,0.05,0,0.61,0
Phoenix,3/1/2015 0:00,0.05,0,0.45,0
Merida,3/1/2015 0:00,0.05,0,0.12,0
Villahermosa,3/1/2015 0:00,0.05,0,0.14,0
Austin,4/1/2015 0:00,0.05,0,0.19,0
Buenos Aires,5/1/2015 0:00,0.05,0,0.57,0
Washington DC,5/1/2015 0:00,0.05,0,0.54,0
Fortaleza,5/1/2015 0:00,0.05,0.01,0.12,0
New Orleans,5/1/2015 0:00,0.05,0,0.13,0
Anguilla,12/1/2013 0:00,0.06,0,0.15,0
Dominica,12/1/2013 0:00,0.06,0,0.14,0
St. Vincent & Grenadines,1/1/2014 0:00,0.06,0,0.15,0
Mumbai,2/1/2014 0:00,0.06,0,0.15,0
Paris,3/1/2014 0:00,0.06,0,0.46,0
Cancun,3/1/2014 0:00,0.06,0,0.14,0
Cuba,3/1/2014 0:00,0.06,0,0.19,0
Medellin,3/1/2014 0:00,0.06,0,0.19,0
Managua,3/1/2014 0:00,0.06,0.01,0.15,0
Phoenix,4/1/2014 0:00,0.06,0,0.34,0
New Orleans,4/1/2014 0:00,0.06,0,0.28,0
Nashville,5/1/2014 0:00,0.06,0,0.32,0
"Charleston, SC, US",5/1/2014 0:00,0.06,0,0.19,0
Los Angeles,5/1/2014 0:00,0.06,0,0.57,0
Nantes,5/1/2014 0:00,0.06,0,0.63,0
San Pedro Sula,5/1/2014 0:00,0.06,0,0.18,0
"Valencia, VE",5/1/2014 0:00,0.06,0,0.17,0
Toronto,5/1/2014 0:00,0.06,0,0.76,0
Berlin,6/1/2014 0:00,0.06,0,0.52,0
Brest,6/1/2014 0:00,0.06,0,0.61,0
Batna,6/1/2014 0:00,0.06,0,0.13,0
Basel,6/1/2014 0:00,0.06,0,0.62,0
Akron,6/1/2014 0:00,0.06,0,0.31,0
El Paso,6/1/2014 0:00,0.06,0,0.16,0
Lubbock,6/1/2014 0:00,0.06,0.01,0.15,0
Perpignan,6/1/2014 0:00,0.06,0,0.34,0
Palermo,6/1/2014 0:00,0.06,0,0.25,0
"Rochester, NY, US",6/1/2014 0:00,0.06,0,0.39,0
Salvador,6/1/2014 0:00,0.06,0,0.28,0
Belize,7/1/2014 0:00,0.06,0,0.16,0
"Greenville, SC, US",7/1/2014 0:00,0.06,0,0.17,0
Merida,7/1/2014 0:00,0.06,0.01,0.14,0
Recife,7/1/2014 0:00,0.06,0,0.17,0
Biskra,8/1/2014 0:00,0.06,0.01,0.13,0
Clermont-Ferrand,8/1/2014 0:00,0.06,0,0.31,0
Tokyo,8/1/2014 0:00,0.06,0,0.17,0
Monterrey,8/1/2014 0:00,0.06,0,0.36,0
Salvador,8/1/2014 0:00,0.06,0,0.3,0
Sharm el-Sheikh,8/1/2014 0:00,0.06,0.01,0.13,0
Brest,9/1/2014 0:00,0.06,0,0.46,0
Biarritz,9/1/2014 0:00,0.06,0,0.56,0
Brussels,9/1/2014 0:00,0.06,0,0.61,0
Dayton,9/1/2014 0:00,0.06,0,0.33,0
Dusseldorf,9/1/2014 0:00,0.06,0,0.65,0
Frankfurt,9/1/2014 0:00,0.06,0,0.74,0
Figari,9/1/2014 0:00,0.06,0,0.26,0
Ibiza,9/1/2014 0:00,0.06,0,0.31,0
Little Rock,9/1/2014 0:00,0.06,0,0.19,0
Minneapolis,9/1/2014 0:00,0.06,0,0.53,0
Nantes,9/1/2014 0:00,0.06,0,0.5,0
Pau,9/1/2014 0:00,0.06,0,0.54,0
Recife,9/1/2014 0:00,0.06,0,0.18,0
Montreal,9/1/2014 0:00,0.06,0,0.64,0
Buenos Aires,10/1/2014 0:00,0.06,0,0.61,0
Washington DC,10/1/2014 0:00,0.06,0,0.66,0
Raleigh,10/1/2014 0:00,0.06,0,0.5,0
San Francisco,10/1/2014 0:00,0.06,0,0.5,0
Toronto,10/1/2014 0:00,0.06,0,0.51,0
Tel Aviv,11/1/2014 0:00,0.06,0,0.27,0
Dubai,12/1/2014 0:00,0.06,0,0.24,0
Los Angeles,2/1/2015 0:00,0.06,0,0.49,0
Fortaleza,4/1/2015 0:00,0.06,0.01,0.14,0
Recife,4/1/2015 0:00,0.06,0,0.15,0
"San Antonio, US",4/1/2015 0:00,0.06,0,0.26,0
Paris,5/1/2015 0:00,0.06,0,0.61,0
Hong Kong,5/1/2015 0:00,0.06,0,0.16,0
Recife,5/1/2015 0:00,0.06,0,0.15,0
"San Antonio, US",5/1/2015 0:00,0.06,0,0.15,0
Haiti,12/1/2013 0:00,0.07,0,0.18,0
"Cordoba, AR",1/1/2014 0:00,0.07,0.01,0.16,0
Georgetown,1/1/2014 0:00,0.07,0,0.21,0
St. Vincent & Grenadines,2/1/2014 0:00,0.07,0,0.18,0
Orlando,2/1/2014 0:00,0.07,0,0.53,0
Paramaribo,2/1/2014 0:00,0.07,0,0.2,0
"Valencia, VE",2/1/2014 0:00,0.07,0.01,0.18,0
Phoenix,3/1/2014 0:00,0.07,0,0.67,0
Manila,3/1/2014 0:00,0.07,0.01,0.18,0
Montevideo,3/1/2014 0:00,0.07,0,0.27,0
Atlanta,4/1/2014 0:00,0.07,0,0.57,0
New York,4/1/2014 0:00,0.07,0,0.83,0
Turks & Caicos,4/1/2014 0:00,0.07,0,0.19,0
Marseille,4/1/2014 0:00,0.07,0,0.77,0
Paramaribo,4/1/2014 0:00,0.07,0,0.19,0
Barcelona,5/1/2014 0:00,0.07,0,0.7,0
Djerba,5/1/2014 0:00,0.07,0,0.28,0
Rome,5/1/2014 0:00,0.07,0,0.49,0
Rio de Janeiro,5/1/2014 0:00,0.07,0,0.5,0
Maracaibo,5/1/2014 0:00,0.07,0,0.2,0
Atlantic City,6/1/2014 0:00,0.07,0,0.35,0
